key,value
395,戮
396,無罪
397,苦難
398,大祭
399,司長
400,臨
401,祈禱
402,天使
403,爐
404,聖徒
405,合하
406,寶座
407,牧
408,哭
409,榮華
410,毁
411,荒
412,蕪
413,平安
414,安全
415,行한
416,表
417,徵
418,傳하
419,感動
420,閒寂
421,萬
422,特別
423,所有
424,第一
425,前
426,出生
427,命
428,言約
429,盜賊
430,詐欺
431,器具
432,所望
433,罪
434,時方
435,道
436,遵
437,行
438,各其
439,家族
440,宗族
441,旗를
442,能히
443,嫉妬
444,赦하
445,丁寧
446,家屋
447,彼
448,此
449,鑑察
450,計數
451,五萬
452,千
453,淫亂
454,世代
455,表蹟
456,怨望
457,創
458,傷
459,葡萄
460,森林
461,父母
462,對한
463,六
464,殄
465,半
466,記憶
467,厚待
468,奴婢
469,因
470,虐待
471,有益
472,始作
473,陰
474,府
475,九
476,十月
477,讚頌
478,惡人
479,向한
480,驕慢
481,房
482,晝
483,夜
484,職分
485,汨沒
486,向方
487,虛空
488,目覩
489,位
490,聖經
491,永生
492,詳考
493,製造
494,品
495,豊富
496,通商
497,藍
498,寶
499,石
500,珊瑚
501,紅寶
502,物品
503,貿易
504,無顔
505,當
506,有司
507,具備
508,發見
509,發하
510,速히
511,遲滯
512,北
513,銀
514,者라
515,禍가
516,報
517,應
518,滅亡
519,操心
520,總數
521,二千
522,勇士
523,白
524,暫
525,間
526,恩惠
527,處
528,所
529,蘇
530,醒
531,建築
532,庫
533,堂
534,木像
535,日月
536,星
537,辰
538,崇拜
539,結
540,縛
541,劇
542,烈
543,毒한
544,破滅
545,毒
546,地方
547,毒酒
548,不淨
549,呼
550,術
551,客
552,士
553,占匠
554,解釋
555,試驗
556,永遠히
557,傳言
558,救助
559,慈悲
560,數
561,爻
562,懇請
563,腫
564,詩
565,伶長
566,行爲
567,作別
568,亨
569,通
570,自
571,服
572,豹
573,下
574,河水
575,慰勞
576,平坦
577,擇할
578,丈人
579,光明
580,光線
581,權能
582,層
583,階
584,左右
585,主掌
586,藉勢
587,本
588,名節
589,勝
590,族譜
591,彷彿
592,恒常
593,混沌
594,空虛
595,同行
596,害
597,葬事
598,墓
599,室
600,慾心
601,殺人
602,神像
603,高는
604,廣
605,道의
606,遠
607,捕虜
608,泰平
609,安樂
610,聖殿
611,少時
612,櫃
613,依賴
614,破
615,治
616,理
617,母親
618,臣下
619,犯하
620,獄
621,抵
622,公
623,太陽
624,天
625,終日
626,靈
627,平
628,康
629,永永
630,變하
631,偶像
632,鄕
633,里
634,民
635,暴
636,稱
637,軍士
638,敬畏
639,子子
640,異邦人
641,女子
642,交
643,合
644,可
645,憎
646,者니
647,媤母
648,事件
649,成就
650,贖하
651,祭
652,敬虔
653,忍耐
654,溫
655,柔
656,至極히
657,能
658,朝夕
659,亡하
660,所産
661,豊盛
662,國民
663,五名
664,冕
665,旒
666,冠
667,國
668,君
669,一日
670,困
671,强하
672,患
673,難
674,重要
675,威嚴
676,右便
677,材
678,華麗
679,物
680,東方
681,法
682,牲
683,畜
684,農夫
685,事業
686,園
687,乳母
688,從者
689,機會
690,素
691,規
692,例
693,形像
694,宮庭
695,食物
696,二萬
697,人生
698,依支
699,呼吸
700,價値
701,缺乏
702,沓
703,衰
704,敗
705,割
706,禮
707,受
708,胎
709,靈
710,非常
711,傷處
712,尋常
713,大會
714,恥辱
715,先生
716,上
717,典
718,謗
719,贖
720,掌中
721,擇한
722,尺數
723,貌樣
724,安心
725,擁
726,圍
727,暗黑
728,關係
729,老人
730,敎導
731,議論
732,盟
733,約
734,流行
735,避難處
736,虛僞
737,昏
738,迷
739,福音
740,光彩
741,留
742,宿
743,異像
744,秘密
745,決코
746,雨
747,雷
748,印
749,封
750,二人
751,主가
752,卽時
753,準備
754,四代
755,貫盈
756,燈불
757,黑
758,暗
759,命令
760,陸地
761,者처
762,地面
763,怨恨
764,救贖
765,罪責
766,當할
767,萬物
768,音聲
769,玄關
770,尺
771,量
772,四面
773,十字架
774,敵
775,城과
776,警
777,親舊
778,代身
779,凌
780,解産
781,土
782,産
783,妬忌
784,男女
785,憑藉
786,맏兄
787,纏帶
788,壯士
789,嚴
790,警戒
791,活潑
792,無理
793,無數
794,姉妹
795,連하
796,南
797,南便
798,細
799,麻
800,布
801,假令
802,通行
803,神靈
804,艱辛히
805,맞은便
806,勢
807,海岸
808,船
809,穩全히
810,不
811,目前
812,時代
813,貪
814,男
815,女종
816,詩人
817,度
818,或은
819,裁判
820,誠實
821,保護
822,健
823,一般
824,出入
825,堪當
826,精神
827,謹
828,愼
829,士師
830,卜
831,惑
832,信聽
833,潛潛
834,付託
835,免하
836,病者
837,動
838,波濤
839,公平
840,虐
841,戰爭
842,平和
843,總會
844,請
845,盤
846,威令
847,閒
848,談
849,漏洩
850,秋收
851,眞實
852,以前
853,許
854,除하
855,苦
856,歲
857,子息
858,生産
859,橄
860,欖
861,香氣
862,수羊
863,場所
864,燔
865,愆
866,一例
867,境界
868,經綸
869,豫定
870,肉身
871,情
872,慾
873,眼目
874,生
875,降臨
876,眞正한
877,律
878,誡命
879,妻
880,仁慈
881,喜
882,樂
883,殺
884,證人
885,飮食
886,迅速
887,思想
888,饑饉
889,甚하
890,衰弱
891,金과
892,器
893,皿
894,所聞
895,所爲
896,柱像
897,打破
898,得
899,意
900,不義
901,財物
902,無
903,益
904,義理
905,淨
906,潔
907,淨하
908,花
909,義의
910,南向
911,守直
912,戰場
913,各各
914,遺業
915,卑
916,賤하
917,燈臺
918,焚香
919,詭
920,詐
921,神의
922,結婚
923,應하
924,慰安
925,阿諂
926,先
927,塋
928,叛逆
929,世界
930,土地
931,西
932,伏兵
933,旗가
934,石榴
935,瑪
936,瑙
937,使徒
938,日字
939,寓
940,講
941,論
942,勸하
943,傷하
944,條
945,懲戒
946,定
947,異蹟
948,剛愎케
949,結合
950,長大
951,女王
952,正月
953,班
954,班長
955,班列
956,四千
957,威
958,匠
959,默示
960,求할
961,吩
962,咐
963,判斷力
964,强烈
965,海
966,待遇
967,譜
968,系
969,四人
970,侍女
971,前日
972,抑留
973,奴隸
974,空中
975,搜索
976,違反
977,極히
978,惡한
979,占領
980,根源
981,盞
982,願대
983,私生
984,異端
985,求乞
986,火祭
987,穀物
988,蔑視
989,九요
990,風流
991,孕胎
992,靡
993,匠이
994,手
995,頹
996,落
997,修理
998,漸漸
999,全
1000,窮
1001,究
1002,手中
1003,發行
1004,離婚
1005,書
1006,債
1007,蝗
1008,蟲
1009,調査
1010,背叛
1011,門直
1012,樂器
1013,靑年
1014,具
1015,移徙
1016,悖
1017,逆
1018,馬
1019,擔當
1020,面
1021,對
1022,倉庫
1023,軍中
1024,委任
1025,四萬
1026,幼稚
1027,城안
1028,他國
1029,可하
1030,決心
1031,强盛
1032,畢
1033,竟
1034,使役
1035,愚
1036,昧
1037,將來
1038,身
1039,事
1040,擄
1041,掠
1042,亡
1043,母
1044,果然
1045,頭目
1046,急히
1047,統轄
1048,甁
1049,事機
1050,猛烈
1051,避할
1052,和睦
1053,賤
1054,破器
1055,行할
1056,木手
1057,輸
1058,運
1059,倨慢
1060,抑制
1061,或時
1062,瘟
1063,疫
1064,疲困
1065,報讐
1066,誠實히
1067,伸寃
1068,他人
1069,定數
1070,終身
1071,本來
1072,유대人
1073,罪人
1074,凶惡
1075,哀
1076,痛
1077,會堂
1078,辯論
1079,所有主
1080,相續
1081,腎
1082,囊
1083,完全
1084,行實
1085,穩全
1086,碎
1087,告
1088,以上
1089,順從
1090,視務
1091,聽
1092,從
1093,本分
1094,意向
1095,處하
1096,變化
1097,毒蛇
1098,地獄
1099,判決
1100,侍衛隊
1101,沈
1102,安慰
1103,居住
1104,染
1105,降服
1106,祭司張
1107,灌
1108,油
1109,如前히
1110,會計
1111,影響
1112,平日
1113,遍
1114,滿
1115,奪取
1116,高가
1117,千夫
1118,槍
1119,萬을
1120,箴
1121,言
1122,使
1123,喚
1124,姑捨하고
1125,王宮
1126,宦官
1127,欠
1128,只今
1129,銀行
1130,邊
1131,利
1132,刑罰
1133,布帳
1134,亂
1135,豫言
1136,都
1137,二名
1138,娶하
1139,茂盛
1140,代代
1141,永遠
1142,食
1143,煙氣
1144,硫黃
1145,行閣
1146,先知
1147,平生
1148,熱心
1149,矜恤을
1150,改
1151,優劣
1152,豫言者
1153,禮物
1154,內臟
1155,二月
1156,合當
1157,對面
1158,鑑
1159,戒
1160,禍
1161,恢復
1162,全部
1163,壇의
1164,成
1165,式
1166,節期
1167,政事
1168,施行
1169,擇
1170,里에
1171,見
1172,種類
1173,孤獨
1174,訟
1175,禱
1176,拍手
1177,隱密
1178,左
1179,膳物
1180,分量
1181,乏
1182,以下
1183,次
1184,定規
1185,每日
1186,合意
1187,隨從
1188,願
1189,部分
1190,重修
1191,臺
1192,重
1193,總
1194,計
1195,大門
1196,侮辱
1197,傳함
1198,兄
1199,短
1200,壓
1201,制
1202,婦人과
1203,老
1204,穀
1205,必然
1206,다락房
1207,證明
1208,漁夫
1209,商品
1210,商賈
1211,釘
1212,市民
1213,權
1214,榮
1215,讒
1216,訴
1217,글字
1218,少女
1219,聘
1220,請求
1221,酬
1222,取한
1223,標
1224,奇事
1225,已往
1226,所用
1227,傲慢
1228,氣
1229,衝
1230,天하
1231,利益
1232,祭物
1233,良心
1234,熱烈
1235,所願
1236,圖謀
1237,少數
1238,確信
1239,博士
1240,寢床
1241,愁心
1242,多數
1243,虛
1244,誕
1245,占
1246,卦
1247,關念
1248,消滅
1249,善待
1250,廟
1251,管樂
1252,心思
1253,洞
1254,燭
1255,神보
1256,邪
1257,嗔
1258,臺요
1259,否認
1260,主도
1261,按
1262,弱한
1263,十一
1264,孤兒
1265,願치
1266,解弛
1267,富
1268,貴가
1269,萬有
1270,主宰
1271,天下
1272,傳道
1273,默
1274,想
1275,殿이
1276,犯
1277,同等
1278,誓願
1279,酵
1280,草
1281,空手
1282,鐵
1283,斫
1284,伐
1285,保全
1286,宴會
1287,下人
1288,虛妄
1289,怯
1290,事務
1291,裁判官
1292,辯明
1293,寶物
1294,沒數
1295,金防
1296,牌
1297,固執
1298,杖
1299,嗤
1300,笑
1301,奇妙
1302,頌
1303,祝
1304,治療
1305,場
1306,魚
1307,鷹
1308,肉體
1309,珍
1310,味
1311,比較
1312,處分
1313,各種
1314,貨가
1315,營門
1316,琵
1317,琶
1318,小
1319,鼓
1320,竪
1321,琴
1322,女兒
1323,鍛鍊
1324,同一
1325,之
1326,乳
1327,疑心
1328,是非
1329,稅吏
1330,皇帝
1331,確實
1332,事實
1333,審問
1334,上疏
1335,交際
1336,라人
1337,上官
1338,衙前
1339,笞
1340,刑
1341,裁判長
1342,輕
1343,如數
1344,妾
1345,學士
1346,田地
1347,種子
1348,職
1349,工
1350,營業
1351,裕足
1352,生活
1353,生水
1354,折半
1355,東海
1356,西海
1357,認定
1358,稱讚
1359,性品
1360,溫泉
1361,屬하
1362,沙漠
1363,荒蕪地
1364,一致
1365,歌
1366,和答
1367,至善
1368,地臺
1369,銀은
1370,綠이
1371,農業
1372,極한
1373,北方
1374,拷衣로
1375,下體
1376,處한
1377,純
1378,頑强
1379,誓約
1380,無效
1381,地位
1382,應할
1383,影
1384,細微
1385,頃刻
1386,擧祭
1387,果木
1388,物産
1389,者임
1390,武士
1391,行
1392,伍
1393,老
1394,松
1395,愴
1396,搖動
1397,頑
1398,牛
1399,膝
1400,附屬
1401,龍
1402,總理
1403,板
1404,樂
1405,肩
1406,帶
1407,植物
1408,日光
1409,永
1410,存
1411,磐
1412,可치
1413,惡보
1414,謙遜
1415,開拓
1416,名聲
1417,作定
1418,黨
1419,爭
1420,儉閱
1421,實로
1422,中門
1423,其他
1424,村
1425,女
1426,唱
1427,個
1428,窓
1429,免
1430,痛哭
1431,取
1432,通用
1433,誹謗
1434,重量
1435,領
1436,率
1437,富者
1438,寶石
1439,善하
1440,偵
1441,探
1442,보告
1443,嘆息
1444,弱하
1445,詛呪거리가
1446,胸
1447,저便
1448,充滿
1449,稅
1450,骨
1451,肉
1452,廢하
1453,防備
1454,二更
1455,更
1456,制馭
1457,惡行
1458,埋葬
1459,糞
1460,淫
1461,姦
1462,企待
1463,謀
1464,略
1465,乳房
1466,和
1467,滿足
1468,水面
1469,運行
1470,召集
1471,期限
1472,基礎
1473,罪囚
1474,大闕
1475,甥
1476,姪
1477,空
1478,報酬
1479,指導
1480,東西
1481,關한
1482,警告
1483,隊商
1484,根本
1485,本體
1486,取할
1487,月經
1488,萬事
1489,親近
1490,山城
1491,凡人
1492,猛獸
1493,凡
1494,穴
1495,掃
1496,除
1497,幽
1498,鑛
1499,兵器
1500,災難
1501,排設
1502,區域
1503,地震
1504,朝貢
1505,劍
1506,減
1507,讚揚
1508,大軍
1509,前보
1510,冒瀆
1511,遺言
1512,名目
1513,指定
1514,因한
1515,埋伏
1516,膽
1517,力
1518,鹽
1519,谷
1520,芥
1521,脚
1522,臟腑
1523,壇단과
1524,軍服
1525,風俗
1526,牟
1527,麥
1528,時期
1529,初
1530,替
1531,追擊
1532,寢
1533,廣大
1534,形體
1535,無子
1536,設立
1537,開川
1538,朔
1539,未
1540,久
1541,親
1542,舊
1543,汁
1544,暫時
1545,繼續
1546,地가
1547,淸潔
1548,大路
1549,行人
1550,路로
1551,高利
1552,貸
1553,容恕
1554,東門
1555,甲
1556,瀋判
1557,廳
1558,直
1559,鬚髥
1560,至聖
1561,痙攣
1562,勸告
1563,婦女
1564,昌
1565,盛
1566,沓沓
1567,警報
1568,基地
1569,國境
1570,拘
1571,留
1572,統治
1573,血
1574,生物
1575,洪水
1576,交通
1577,偶
1578,像
1579,女主人
1580,手下
1581,整頓
1582,午正
1583,中央
1584,邊境
1585,事蹟
1586,歷代
1587,志
1588,總督
1589,告訴
1590,貴하
1591,測量
1592,官員
1593,出
1594,敎育
1595,自稱
1596,保護者
1597,分明히
1598,機械
1599,火木
1600,婚
1601,아빕月을
1602,禮式
1603,아빕月에
1604,追憶
1605,一齊히
1606,救하
1607,同
1608,稅金
1609,祖父
1610,危急
1611,役事
1612,相
1613,距
1614,骸骨
1615,呼訴
1616,諾
1617,謙卑
1618,密
1619,附從
1620,震動
1621,如
1622,民衆
1623,假量
1624,後孫
1625,聯合
1626,奸詐
1627,貧
1628,接
1629,與否
1630,不法
1631,婦人
1632,有力
1633,煽動
1634,拷衣
1635,別다른
1636,本土
1637,大略
1638,舟
1639,勇猛
1640,掠奪
1641,連
1642,女神
1643,奠祭
1644,廢
1645,恭敬
1646,結果
1647,誘惑
1648,急
1649,遽
1650,搜
1651,監督
1652,信
1653,實
1654,娼
1655,妓
1656,殺人者
1657,眞心
1658,昆蟲
1659,同族
1660,寒
1661,消息
1662,懇切
1663,損傷
1664,船長
1665,節制
1666,敎會
1667,代代로
1668,奉
1669,獻
1670,全體
1671,陳述
1672,硏究
1673,結局
1674,庶
1675,居處
1676,全國
1677,公布
1678,禧
1679,必要
1680,燈
1681,復職
1682,無視
1683,多少
1684,初等
1685,學
1686,問
1687,醫師
1688,材料
1689,潤澤
1690,蜜
1691,書記官
1692,史官
1693,逃避
1694,外國人
1695,出嫁
1696,詰
1697,確
1698,銅이
1699,回
1700,答
1701,純情
1702,火
1703,箸
1704,驚
1705,擾亂
1706,演劇
1707,中間
1708,天地
1709,造成
1710,紛
1711,擾
1712,履行
1713,醉할
1714,統率
1715,叛
1716,傳할
1717,醉한
1718,殘
1719,正義
1720,相關
1721,報復
1722,速速
1723,頑悖
1724,明朗
1725,經
1726,正當
1727,陸地
1728,職務
1729,閒暇
1730,娶한
1731,黃
1732,玉
1733,向
1734,中年
1735,餘
1736,平穩
1737,港口
1738,待接
1739,分揀
1740,樓
1741,數萬
1742,外飾
1743,水晶
1744,思慕
1745,憊
1746,羚羊
1747,譴
1748,營
1749,寨
1750,留陣
1751,僭
1752,濫
1753,小兒
1754,譽
1755,詭譎로
1756,路程
1757,忠誠
1758,妹
1759,弟
1760,前職
1761,回復
1762,童男
1763,童
1764,女
1765,母胎
1766,適當
1767,外三寸
1768,點
1769,感
1770,化
1771,各國
1772,無花果
1773,境
1774,雹
1775,稅로
1776,一切
1777,壁
1778,有
1779,幼兒
1780,貧民
1781,脂肪
1782,놋管
1783,侵
1784,網
1785,病들
1786,自高
1787,參與
1788,强한
1789,住宅
1790,花石
1791,榴
1792,楊
1793,呼出
1794,飢饉
1795,陳
1796,設
1797,餠
1798,接近
1799,保存
1800,指揮
1801,仔細히
1802,標準
1803,眷顧
1804,介意
1805,自矜
1806,自取
1807,敵軍
1808,是認
1809,儀文
1810,金銀
1811,無窮
1812,憾情
1813,詭譎을
1814,淨한
1815,祈
1816,禁
1817,類가
1818,巧妙
1819,猜忌
1820,悅
1821,納
1822,聖衣
1823,鈍
1824,諫
1825,聯絡
1826,激動
1827,保
1828,한便
1829,爲한
1830,進步
1831,確實히
1832,産物
1833,十二月
1834,王后
1835,嬪
1836,要求
1837,不得已
1838,權利
1839,百合
1840,雙
1841,江의
1842,危險
1843,强盜
1844,殃
1845,家畜
1846,期約
1847,萬主
1848,乘
1849,鞍裝
1850,完成
1851,丈夫
1852,經營
1853,監察
1854,龍이
1855,憤怒
1856,煎
1857,接觸
1858,故鄕
1859,統一
1860,流離
1861,當日
1862,前부
1863,依
1864,托
1865,拒絶
1866,性稟
1867,至
1868,後日
1869,腦
1870,行蹟
1871,宣布
1872,熱氣
1873,寃痛
1874,棺
1875,剛
1876,稅關
1877,婚姻
1878,災害
1879,喧
1880,譁가
1881,犯한
1882,子婦
1883,隔
1884,養
1885,王妃
1886,才
1887,德
1888,兼
1889,妄
1890,利를
1891,彩色
1892,勸
1893,主權
1894,生前
1895,敎訓
1896,救主
1897,播
1898,種
1899,頒布
1900,守備
1901,暴風
1902,裂
1903,暴雨
1904,魚鱗
1905,甲옷
1906,重數
1907,氣力
1908,襁
1909,褓
1910,名譽
1911,愉快
1912,脈
1913,佩
1914,食料品
1915,豊足
1916,長幼
1917,序
1918,異常
1919,遺傳
1920,踪
1921,跡
1922,殺害
1923,神堂
1924,緘
1925,貯藏
1926,分配
1927,놋脛甲을
1928,놋短槍을
1929,自意
1930,漲
1931,溢
1932,若
1933,庫直
1934,迅速히
1935,眷
1936,悔改
1937,地上
1938,連絡
1939,愁色
1940,興
1941,旺
1942,祝賀
1943,殘害
1944,分別
1945,制度
1946,樣
1947,形狀
1948,一家
1949,合計
1950,布로
1951,巾
1952,全力
1953,木工
1954,正規
1955,人形
1956,窘
1957,勇氣
1958,虛無
1959,婦
1960,各人
1961,潺潺
1962,聖山
1963,義務
1964,背
1965,無情
1966,無慈悲
1967,敬待
1968,漏
1969,症
1970,醫員
1971,家産
1972,虛費
1973,創造
1974,搖動치
1975,姦夫
1976,病든
1977,落膽
1978,塵
1979,通過
1980,衝突
1981,同時
1982,靑
1983,凶
1984,精誠
1985,五歲
1986,享壽
1987,長壽
1988,雷
1989,聲
1990,鞫問
1991,城廓
1992,村落
1993,殿하
1994,祝謝
1995,霹
1996,靂
1997,懲罰
1998,行사
1999,習慣
2000,沒
2001,死
2002,搖
2003,親戚
2004,尊敬
2005,愛護
2006,威脅
2007,騰騰
2008,探知
2009,門帳
2010,主요
2011,褥
2012,管轄
2013,精水
2014,戀愛
2015,詭譎한
2016,陣中
2017,攻
2018,駁
2019,公과
2020,情形
2021,謀士
2022,修築
2023,英
2024,傑
2025,者며
2026,正道
2027,患者
2028,流出
2029,督促
2030,免除
2031,良
2032,順理
2033,充足
2034,穹
2035,蒼
2036,皮膚
2037,禁錮
2038,傳例
2039,産業
2040,肺
2041,熱病
2042,傷寒
2043,疾
2044,旱
2045,災
2046,悚懼
2047,每
2048,直徑
2049,蠢
2050,知覺
2051,忌
2052,憚
2053,學問
2054,崇
2055,戚
2056,爲함
2057,桂
2058,菖
2059,蒲
2060,珍羞
2061,錢
2062,건너便
2063,前例
2064,自願
2065,東向
2066,收納
2067,悔
2068,歲요
2069,用度
2070,不足
2071,累
2072,補充
2073,弊
2074,連한
2075,探偵
2076,入口
2077,接待
2078,往來
2079,沈沒
2080,以後
2081,陷穽
2082,仁
2083,愛
2084,常
2085,無關
2086,類
2087,有酵
2088,本國
2089,貰로
2090,實狀
2091,匪
2092,接境
2093,界
2094,侵犯
2095,標的
2096,條條
2097,盡하
2098,太初
2099,失行
2100,牧場
2101,邪惡
2102,記號
2103,眉間
2104,死亡者
2105,慰問
2106,警備
2107,壞
2108,磨
2109,光
2110,騎兵
2111,御
2112,封하
2113,處置
2114,長成
2115,今
2116,者리
2117,親庭
2118,白髮
2119,饒
2120,決議
2121,壯丁
2122,氣運
2123,元年
2124,周圍
2125,板子
2126,廊
2127,對抗
2128,號
2129,角
2130,臨迫
2131,臨할
2132,氣絶
2133,體質
2134,病듦을
2135,曲
2136,平民
2137,門과
2138,不知
2139,落胎
2140,世世
2141,差別
2142,道로
2143,達
2144,賞이
2145,狂風
2146,綱領
2147,一時
2148,一心
2149,死體
2150,善惡
2151,辨
2152,役事가
2153,五日
2154,鍊鍛
2155,魔術
2156,恝
2157,視
2158,結實
2159,七月
2160,王족
2161,所生
2162,臆志로
2163,五里
2164,失
2165,一般인
2166,壘
2167,菓子
2168,扈
2169,斗
2170,參星
2171,昴
2172,密室
2173,宣言
2174,亡할
2175,長久
2176,苦生
2177,門의
2178,害하
2179,庭
2180,前面
2181,醉하
2182,討
2183,索
2184,賊黨
2185,當時
2186,食口
2187,代書
2188,一과
2189,極甚
2190,苦楚
2191,嗚呼
2192,不具
2193,健全
2194,處할
2195,秘訣
2196,再
2197,手巾
2198,方策
2199,紫朱
2200,六月
2201,妻가
2202,新鮮
2203,生育
2204,健康
2205,軍器
2206,開
2207,諭
2208,路
2209,討論
2210,權限
2211,裸
2212,女子
2213,脾胃
2214,獨子
2215,疾病
2216,不可
2217,競爭
2218,首頭
2219,陣旗
2220,傳한다
2221,嘲弄
2222,貴한
2223,紋
2224,席
2225,宣
2226,灰
2227,助
2228,洞
2229,同業
2230,水中
2231,方席
2232,順序
2233,工作
2234,重大
2235,記
2236,註釋
2237,前後
2238,守令
2239,令
2240,任
2241,全滅
2242,王位
2243,等
2244,黃金
2245,高
2246,名分
2247,急한
2248,樂
2249,師
2250,抑鬱
2251,同僚
2252,宮殿
2253,後代
2254,使臣
2255,避難
2256,弱
2257,警醒
2258,求한
2259,犯罪者
2260,獺
2261,武裝
2262,大臣
2263,文字
2264,斑指
2265,印치
2266,半日
2267,耕
2268,段
2269,步兵
2270,王城
2271,産婆
2272,强大
2273,水
2274,元
2275,國家
2276,畢하
2277,勒
2278,奪
2279,比하
2280,汎濫
2281,沐浴
2282,執事
2283,端正
2284,一口
2285,火焰
2286,闇
2287,過失
2288,相對便
2289,賠償
2290,雜
2291,城이
2292,至極
2293,弔喪
2294,音
2295,矜恤이
2296,原告
2297,被告
2298,美
2299,人口
2300,都數
2301,恨
2302,終末
2303,淹
2304,何如間
2305,比
2306,燒火
2307,面責
2308,分離
2309,哲도
2310,卓越
2311,倍
2312,請婚
2313,獨
2314,表象
2315,鎭靜
2316,果實
2317,傳한
2318,看直
2319,憤
2320,救濟
2321,敢히
2322,甕器
2323,弔問
2324,유대敎
2325,入
2326,敎
2327,對할
2328,官長
2329,前과
2330,大宴
2331,房과
2332,所得
2333,近方
2334,通知
2335,者와
2336,赦
2337,挽留
2338,災禍
2339,力士
2340,頂수리
2341,卑屈
2342,行進
2343,急하
2344,先祖
2345,和合
2346,形便
2347,洞里
2348,開國
2349,以來
2350,奇蹟
2351,園지
2352,近處
2353,親切
2354,碑石
2355,土器
2356,墓地
2357,王服
2358,死刑
2359,驛
2360,卒
2361,少
2362,財産
2363,理致
