key,value
直,1558
鬚髥,1559
至聖,1560
痙攣,1561
勸告,1562
婦女,1563
昌,1564
盛,1565
沓沓,1566
警報,1567
基地,1568
國境,1569
拘,1570
留,1571
統治,1572
血,1573
生物,1574
洪水,1575
交通,1576
偶,1577
像,1578
女主人,1579
手下,1580
整頓,1581
午正,1582
中央,1583
邊境,1584
事蹟,1585
歷代,1586
志,1587
總督,1588
告訴,1589
貴하,1590
測量,1591
官員,1592
出,1593
敎育,1594
自稱,1595
保護者,1596
分明히,1597
機械,1598
火木,1599
婚,1600
아빕月을,1601
禮式,1602
아빕月에,1603
追憶,1604
一齊히,1605
救하,1606
同,1607
稅金,1608
祖父,1609
危急,1610
役事,1611
相,1612
距,1613
骸骨,1614
呼訴,1615
諾,1616
謙卑,1617
密,1618
附從,1619
震動,1620
如,1621
民衆,1622
假量,1623
後孫,1624
聯合,1625
奸詐,1626
貧,1627
接,1628
與否,1629
不法,1630
婦人,1631
有力,1632
煽動,1633
拷衣,1634
別다른,1635
本土,1636
大略,1637
舟,1638
勇猛,1639
掠奪,1640
連,1641
女神,1642
奠祭,1643
廢,1644
恭敬,1645
結果,1646
誘惑,1647
急,1648
遽,1649
搜,1650
監督,1651
信,1652
實,1653
娼,1654
妓,1655
殺人者,1656
眞心,1657
昆蟲,1658
同族,1659
寒,1660
消息,1661
懇切,1662
損傷,1663
船長,1664
節制,1665
敎會,1666
代代로,1667
奉,1668
獻,1669
全體,1670
陳述,1671
硏究,1672
結局,1673
庶,1674
居處,1675
全國,1676
公布,1677
禧,1678
必要,1679
燈,1680
復職,1681
無視,1682
多少,1683
初等,1684
學,1685
問,1686
醫師,1687
材料,1688
潤澤,1689
蜜,1690
書記官,1691
史官,1692
逃避,1693
外國人,1694
出嫁,1695
詰,1696
確,1697
銅이,1698
回,1699
答,1700
純情,1701
火,1702
箸,1703
驚,1704
擾亂,1705
演劇,1706
中間,1707
天地,1708
造成,1709
紛,1710
擾,1711
履行,1712
醉할,1713
統率,1714
叛,1715
傳할,1716
醉한,1717
殘,1718
正義,1719
相關,1720
報復,1721
速速,1722
頑悖,1723
明朗,1724
經,1725
正當,1726
陸地,1727
職務,1728
閒暇,1729
娶한,1730
黃,1731
玉,1732
向,1733
中年,1734
餘,1735
平穩,1736
港口,1737
待接,1738
分揀,1739
樓,1740
數萬,1741
外飾,1742
水晶,1743
思慕,1744
憊,1745
羚羊,1746
譴,1747
營,1748
寨,1749
留陣,1750
僭,1751
濫,1752
小兒,1753
譽,1754
詭譎로,1755
路程,1756
忠誠,1757
妹,1758
弟,1759
前職,1760
回復,1761
童男,1762
童,1763
女,1764
母胎,1765
適當,1766
外三寸,1767
點,1768
感,1769
化,1770
各國,1771
無花果,1772
境,1773
雹,1774
稅로,1775
一切,1776
壁,1777
有,1778
幼兒,1779
貧民,1780
脂肪,1781
놋管,1782
侵,1783
網,1784
病들,1785
自高,1786
參與,1787
强한,1788
住宅,1789
花石,1790
榴,1791
楊,1792
呼出,1793
飢饉,1794
陳,1795
設,1796
餠,1797
接近,1798
保存,1799
指揮,1800
仔細히,1801
標準,1802
眷顧,1803
介意,1804
自矜,1805
自取,1806
敵軍,1807
是認,1808
儀文,1809
金銀,1810
無窮,1811
憾情,1812
詭譎을,1813
淨한,1814
祈,1815
禁,1816
類가,1817
巧妙,1818
猜忌,1819
悅,1820
納,1821
聖衣,1822
鈍,1823
諫,1824
聯絡,1825
激動,1826
保,1827
한便,1828
爲한,1829
進步,1830
確實히,1831
産物,1832
十二月,1833
王后,1834
嬪,1835
要求,1836
不得已,1837
權利,1838
百合,1839
雙,1840
江의,1841
危險,1842
强盜,1843
殃,1844
家畜,1845
期約,1846
萬主,1847
乘,1848
鞍裝,1849
完成,1850
丈夫,1851
經營,1852
監察,1853
龍이,1854
憤怒,1855
煎,1856
接觸,1857
故鄕,1858
統一,1859
流離,1860
當日,1861
前부,1862
依,1863
托,1864
拒絶,1865
性稟,1866
至,1867
後日,1868
腦,1869
行蹟,1870
宣布,1871
熱氣,1872
寃痛,1873
棺,1874
剛,1875
稅關,1876
婚姻,1877
災害,1878
喧,1879
譁가,1880
犯한,1881
子婦,1882
隔,1883
養,1884
王妃,1885
才,1886
德,1887
兼,1888
妄,1889
利를,1890
彩色,1891
勸,1892
主權,1893
生前,1894
敎訓,1895
救主,1896
播,1897
種,1898
頒布,1899
守備,1900
暴風,1901
裂,1902
暴雨,1903
魚鱗,1904
甲옷,1905
重數,1906
氣力,1907
襁,1908
褓,1909
名譽,1910
愉快,1911
脈,1912
佩,1913
食料品,1914
豊足,1915
長幼,1916
序,1917
異常,1918
遺傳,1919
踪,1920
跡,1921
殺害,1922
神堂,1923
緘,1924
貯藏,1925
分配,1926
놋脛甲을,1927
놋短槍을,1928
自意,1929
漲,1930
溢,1931
若,1932
庫直,1933
迅速히,1934
眷,1935
悔改,1936
地上,1937
連絡,1938
愁色,1939
興,1940
旺,1941
祝賀,1942
殘害,1943
分別,1944
制度,1945
樣,1946
形狀,1947
一家,1948
合計,1949
布로,1950
巾,1951
全力,1952
木工,1953
正規,1954
人形,1955
窘,1956
勇氣,1957
虛無,1958
婦,1959
各人,1960
潺潺,1961
聖山,1962
義務,1963
背,1964
無情,1965
無慈悲,1966
敬待,1967
漏,1968
症,1969
醫員,1970
家産,1971
虛費,1972
創造,1973
搖動치,1974
姦夫,1975
病든,1976
落膽,1977
塵,1978
通過,1979
衝突,1980
同時,1981
靑,1982
凶,1983
精誠,1984
五歲,1985
享壽,1986
長壽,1987
雷,1988
聲,1989
鞫問,1990
城廓,1991
村落,1992
殿하,1993
祝謝,1994
霹,1995
靂,1996
懲罰,1997
行사,1998
習慣,1999
沒,2000
死,2001
搖,2002
親戚,2003
尊敬,2004
愛護,2005
威脅,2006
騰騰,2007
探知,2008
門帳,2009
主요,2010
褥,2011
管轄,2012
精水,2013
戀愛,2014
詭譎한,2015
陣中,2016
攻,2017
駁,2018
公과,2019
情形,2020
謀士,2021
修築,2022
英,2023
傑,2024
者며,2025
正道,2026
患者,2027
流出,2028
督促,2029
免除,2030
良,2031
順理,2032
充足,2033
穹,2034
蒼,2035
皮膚,2036
禁錮,2037
傳例,2038
産業,2039
肺,2040
熱病,2041
傷寒,2042
疾,2043
旱,2044
災,2045
悚懼,2046
每,2047
直徑,2048
蠢,2049
知覺,2050
忌,2051
憚,2052
學問,2053
崇,2054
戚,2055
爲함,2056
桂,2057
菖,2058
蒲,2059
珍羞,2060
錢,2061
건너便,2062
前例,2063
自願,2064
東向,2065
收納,2066
悔,2067
歲요,2068
用度,2069
不足,2070
累,2071
補充,2072
弊,2073
連한,2074
探偵,2075
入口,2076
接待,2077
往來,2078
沈沒,2079
以後,2080
陷穽,2081
仁,2082
愛,2083
常,2084
無關,2085
類,2086
有酵,2087
本國,2088
貰로,2089
實狀,2090
匪,2091
接境,2092
界,2093
侵犯,2094
標的,2095
條條,2096
盡하,2097
太初,2098
失行,2099
牧場,2100
邪惡,2101
記號,2102
眉間,2103
死亡者,2104
慰問,2105
警備,2106
壞,2107
磨,2108
光,2109
騎兵,2110
御,2111
封하,2112
處置,2113
長成,2114
今,2115
者리,2116
親庭,2117
白髮,2118
饒,2119
決議,2120
壯丁,2121
氣運,2122
元年,2123
周圍,2124
板子,2125
廊,2126
對抗,2127
號,2128
角,2129
臨迫,2130
臨할,2131
氣絶,2132
體質,2133
病듦을,2134
曲,2135
平民,2136
門과,2137
不知,2138
落胎,2139
世世,2140
差別,2141
道로,2142
達,2143
賞이,2144
狂風,2145
綱領,2146
一時,2147
一心,2148
死體,2149
善惡,2150
辨,2151
役事가,2152
五日,2153
鍊鍛,2154
魔術,2155
恝,2156
視,2157
結實,2158
七月,2159
王족,2160
所生,2161
臆志로,2162
五里,2163
失,2164
一般인,2165
壘,2166
菓子,2167
扈,2168
斗,2169
參星,2170
昴,2171
密室,2172
宣言,2173
亡할,2174
長久,2175
苦生,2176
門의,2177
害하,2178
庭,2179
前面,2180
醉하,2181
討,2182
索,2183
賊黨,2184
當時,2185
食口,2186
代書,2187
一과,2188
極甚,2189
苦楚,2190
嗚呼,2191
不具,2192
健全,2193
處할,2194
秘訣,2195
再,2196
手巾,2197
方策,2198
紫朱,2199
六月,2200
妻가,2201
新鮮,2202
生育,2203
健康,2204
軍器,2205
開,2206
諭,2207
路,2208
討論,2209
權限,2210
裸,2211
女子,2212
脾胃,2213
獨子,2214
疾病,2215
不可,2216
競爭,2217
首頭,2218
陣旗,2219
傳한다,2220
嘲弄,2221
貴한,2222
紋,2223
席,2224
宣,2225
灰,2226
助,2227
洞,2228
同業,2229
水中,2230
方席,2231
順序,2232
工作,2233
重大,2234
記,2235
註釋,2236
前後,2237
守令,2238
令,2239
任,2240
全滅,2241
王位,2242
等,2243
黃金,2244
高,2245
名分,2246
急한,2247
樂,2248
師,2249
抑鬱,2250
同僚,2251
宮殿,2252
後代,2253
使臣,2254
避難,2255
弱,2256
警醒,2257
求한,2258
犯罪者,2259
獺,2260
武裝,2261
大臣,2262
文字,2263
斑指,2264
印치,2265
半日,2266
耕,2267
段,2268
步兵,2269
王城,2270
産婆,2271
强大,2272
水,2273
元,2274
國家,2275
畢하,2276
勒,2277
奪,2278
比하,2279
汎濫,2280
沐浴,2281
執事,2282
端正,2283
一口,2284
火焰,2285
闇,2286
過失,2287
相對便,2288
賠償,2289
雜,2290
城이,2291
至極,2292
弔喪,2293
音,2294
矜恤이,2295
原告,2296
被告,2297
美,2298
人口,2299
都數,2300
恨,2301
終末,2302
淹,2303
何如間,2304
比,2305
燒火,2306
面責,2307
分離,2308
哲도,2309
卓越,2310
倍,2311
請婚,2312
獨,2313
表象,2314
鎭靜,2315
果實,2316
傳한,2317
看直,2318
憤,2319
救濟,2320
敢히,2321
甕器,2322
弔問,2323
유대敎,2324
入,2325
敎,2326
對할,2327
官長,2328
前과,2329
大宴,2330
房과,2331
所得,2332
近方,2333
通知,2334
者와,2335
赦,2336
挽留,2337
災禍,2338
力士,2339
頂수리,2340
卑屈,2341
行進,2342
急하,2343
先祖,2344
和合,2345
形便,2346
洞里,2347
開國,2348
以來,2349
奇蹟,2350
園지,2351
近處,2352
親切,2353
碑石,2354
土器,2355
墓地,2356
王服,2357
死刑,2358
驛,2359
卒,2360
少,2361
財産,2362
理致,2363
