key,value
仁慈,786
獄,787
光彩,788
敢히,789
禮物,790
闕,791
氣運,792
後孫,793
奇事,794
異蹟,795
賤,796
輕,797
長子,798
攻,799
鎚,800
臺,801
저便,802
眷顧,803
傷하,804
吐하,805
上,806
達,807
橄,808
欖,809
純潔,810
燈,811
城壁,812
乳房,813
以前,814
聯絡,815
通行,816
豊富,817
爲함,818
博士,819
맞은便,820
報讐,821
殺人者,822
逃避,823
靈,824
憎,825
企待,826
殄,827
庫,828
間,829
所聞,830
眞實,831
丈人,832
恩賜,833
頭,834
領,835
背叛,836
認定,837
悖,838
逆,839
發하,840
恩寵,841
弔喪,842
粧,843
飾,844
丹粧,845
化粧,846
戀人,847
蔑視,848
蘇,849
醒,850
氣絶,851
下層,852
廣,853
層,854
湯,855
罐,856
正月,857
一日,858
地面,859
保證,860
保,861
取할,862
行蹟,863
王后,864
內侍,865
中心,866
危急,867
切迫,868
窟,869
隱密,870
經水,871
兩,872
記號,873
眉間,874
標,875
賣買,876
椅子,877
四千,878
箇,879
害,880
弟者,881
遺傳,882
遵,883
臨,884
仔細히,885
治道,886
免,887
求할,888
饑饉,889
感謝,890
手下,891
管理,892
前夫,893
哭,894
種類,895
强,896
依支,897
慕,898
口,899
向,900
應答,901
蕪,902
宮,903
建設,904
娼,905
妓,906
計,907
巧,908
勇,909
力,910
叛逆,911
代,912
贖,913
左,914
怯,915
思慕,916
男便,917
和合,918
忿怒,919
工匠,920
警戒,921
目的,922
淸潔,923
勝利,924
將次,925
方策,926
所望,927
精,928
女兒,929
假令,930
瘟,931
疫,932
痛哭,933
哀,934
歌,935
寂寞,936
織,937
造,938
小子,939
失,940
足,941
工巧,942
器械,943
創作,944
城廓,945
遠,946
强盛,947
煎,948
焚香,949
防牌,950
火箭,951
消滅,952
角,953
萬歲,954
慝,955
總理,956
外貌,957
潔,958
禮,959
道,960
證,961
書,962
矜恤대로,963
令,964
不知,965
證明,966
頒布,967
座,968
月,969
朔,970
世代,971
打擊,972
損傷,973
免하,974
默示,975
地方,976
犯한,977
媤,978
父,979
因,980
傳함,981
歲,982
卽位,983
墓,984
室,985
反對,986
石像,987
堂,988
奪取,989
擇,990
鄕,991
里에,992
譜,993
系,994
計數,995
先,996
見,997
黑,998
暗,999
占,1000
病들,1001
陳,1002
設,1003
近,1004
同族,1005
寢,1006
破壞,1007
保障,1008
生存,1009
軍隊,1010
氣,1011
衝,1012
天하,1013
殺,1014
戮,1015
祭司,1016
職,1017
聖衣,1018
蘇生,1019
侍衛隊,1020
所有,1021
貧民,1022
園,1023
約束,1024
獨,1025
生,1026
子,1027
器具,1028
甁,1029
赦,1030
主가,1031
閒寂,1032
殿이,1033
弱點,1034
穩全,1035
指名,1036
正道,1037
捐補,1038
安全,1039
靑年,1040
匹,1041
物品,1042
穀食,1043
驚,1044
悶,1045
沓,1046
奉事,1047
器,1048
皿,1049
靑色,1050
褓,1051
海,1052
獺,1053
機會,1054
家庭,1055
産物,1056
官,1057
故國,1058
遺業,1059
怨望,1060
姉妹,1061
金고,1062
草,1063
忠,1064
誠心,1065
骨節,1066
氣가,1067
幼兒,1068
領,1069
率,1070
言,1071
揮,1072
帳,1073
虛無,1074
竪,1075
琴,1076
琵,1077
琶,1078
提,1079
神靈,1080
無數히,1081
輸,1082
運,1083
謗,1084
逼迫,1085
膽大,1086
廳,1087
直,1088
流行,1089
疾病,1090
利益,1091
徵兆,1092
擇할,1093
竣工,1094
費用,1095
豫算,1096
割,1097
同行,1098
報酬,1099
廊,1100
異端,1101
訓戒,1102
診察,1103
皮膚,1104
光明,1105
騷動,1106
細,1107
麻,1108
布,1109
懲罰,1110
形像,1111
羞恥,1112
議,1113
世世,1114
陽,1115
皮,1116
虛妄,1117
置,1118
箭筒,1119
願,1120
沃,1121
土,1122
鹽,1123
亂離,1124
意見,1125
所願,1126
親族,1127
兄,1128
勸,1129
性品,1130
生前,1131
淫,1132
婦,1133
自由,1134
緣故,1135
假量,1136
式,1137
樣,1138
初,1139
舊,1140
弱,1141
風,1142
說,1143
稱하,1144
라人,1145
愆,1146
犯,1147
過,1148
職員,1149
保護者,1150
笏,1151
嚴,1152
所見,1153
分,1154
身,1155
內臟,1156
子息,1157
情,1158
服役,1159
寢床,1160
便紙,1161
聯合,1162
進行,1163
主로,1164
是認,1165
詭譎과,1166
殘害,1167
實果,1168
輕蔑,1169
不義,1170
凶惡,1171
掌中,1172
操心,1173
行人,1174
無罪,1175
迅速,1176
思想,1177
荒廢,1178
乏,1179
世,1180
十字架,1181
總督,1182
震動,1183
結局,1184
願치,1185
威,1186
旗幟,1187
宿所,1188
指導者,1189
可하,1190
前부,1191
二名,1192
軟하,1193
謙卑,1194
所用,1195
議論,1196
待,1197
殘,1198
富,1199
饒,1200
財産,1201
增殖,1202
關係,1203
業,1204
踐,1205
踏,1206
憂,1207
完全,1208
告訴,1209
正義,1210
類,1211
勝,1212
驗,1213
行사,1214
懇,1215
求,1216
懇切,1217
詭,1218
詐,1219
淨,1220
居處,1221
工作,1222
一般,1223
要求,1224
搜索,1225
聖山,1226
感情,1227
對面,1228
甚至於,1229
卦,1230
軍中,1231
不足,1232
廢하,1233
稀罕,1234
灌,1235
油,1236
腐敗,1237
測量,1238
氣力,1239
權利,1240
謀士,1241
都邑,1242
貴族,1243
聽,1244
從,1245
粧飾,1246
辨,1247
餘名,1248
合當,1249
妄靈,1250
懲戒,1251
生徒,1252
經費,1253
王室,1254
九,1255
享壽,1256
奉安,1257
材料,1258
具備,1259
負袋,1260
吐,1261
往來,1262
不,1263
委託,1264
權勢,1265
偵,1266
探,1267
衝突,1268
騎兵,1269
無數,1270
房과,1271
玄關,1272
수獅,1273
家屋,1274
胸,1275
北方,1276
行,1277
伍,1278
富者,1279
逾越,1280
節,1281
封하,1282
滿期,1283
出生,1284
日光,1285
南便,1286
誘惑,1287
聖經,1288
自意,1289
每年,1290
長官,1291
連하,1292
據,1293
罪人,1294
確,1295
旅行,1296
要,1297
命함,1298
啓示,1299
彫刻,1300
神像,1301
激,1302
無視,1303
同一,1304
市民,1305
眷,1306
時間,1307
遷延,1308
昌,1309
旺盛,1310
巨富,1311
品,1312
寶石,1313
女王,1314
當,1315
陳述,1316
商賈,1317
蝗,1318
蟲,1319
注目,1320
如前히,1321
同等,1322
맏兄,1323
河水,1324
陷沒,1325
周,1326
鉢,1327
殿門,1328
至聖,1329
門과,1330
鞫問,1331
都城,1332
殘忍,1333
漲,1334
妬忌,1335
白髮,1336
老人,1337
前日,1338
淨한,1339
憊,1340
未,1341
象牙,1342
矜恤과,1343
嗚呼,1344
流出,1345
流出,1346
紫,1347
紅,1348
委任,1349
問安,1350
以後,1351
完全히,1352
移居,1353
自稱,1354
患者,1355
禁錮,1356
作定,1357
永生,1358
哲學者,1359
女종,1360
尹,1361
頭目,1362
近傍,1363
肝,1364
伏兵,1365
中間,1366
應할,1367
鍛鍊,1368
小茴,1369
大茴,1370
像,1371
役事,1372
千夫,1373
權,1374
時,1375
叔,1376
母니,1377
罪囚,1378
太陽,1379
結實,1380
太陰,1381
詭譎로,1382
信,1383
實,1384
安逸,1385
卽,1386
骸骨,1387
貧,1388
窮,1389
伸寃,1390
求景,1391
督促,1392
當日,1393
窘,1394
逐,1395
商品,1396
貿易,1397
毒한,1398
五名,1399
건너便,1400
前例,1401
木工,1402
鐵,1403
工,1404
燒滅,1405
發,1406
前날,1407
臨時,1408
强한,1409
軟弱,1410
音樂,1411
不可,1412
均等,1413
大丈,1414
淫亂,1415
應,1416
無子,1417
相續,1418
占領,1419
各國,1420
缺乏,1421
他人,1422
河,1423
屠殺,1424
潤澤,1425
奸詐,1426
履行,1427
女神,1428
成立,1429
一個,1430
以上,1431
戱,1432
冕,1433
旒,1434
冠,1435
濱,1436
銅,1437
各樣,1438
機械,1439
搖動,1440
擾亂,1441
宮庭,1442
有酵,1443
孤兒,1444
嘶腸,1445
除하,1446
母,1447
音聲,1448
收納,1449
鈍,1450
內,1451
帑,1452
各色,1453
樂,1454
毒,1455
彼,1456
此,1457
者이,1458
傳道,1459
菜,1460
田,1461
變裝,1462
王服,1463
看直,1464
猜忌,1465
海邊,1466
船,1467
重數,1468
雹이,1469
雹災,1470
凶,1471
落膽,1472
警,1473
代代,1474
約婚,1475
戰死,1476
娶할,1477
災,1478
錢,1479
高가,1480
半,1481
大將軍,1482
腫,1483
痔,1484
疾,1485
壞,1486
疥,1487
瘡,1488
治療,1489
多,1490
待接,1491
刑罰,1492
大路,1493
徒步,1494
各人,1495
分量,1496
十一,1497
八月,1498
設計,1499
體恤하며,1500
免할,1501
代代로,1502
手中,1503
褒奬,1504
壇의,1505
落,1506
成,1507
向한,1508
威脅,1509
下,1510
鑑,1511
長壽,1512
輦이,1513
擁,1514
圍,1515
恐懼,1516
亡하,1517
少女,1518
食口,1519
急히,1520
初喪,1521
留心,1522
穹,1523
蒼,1524
換算,1525
各種,1526
發見,1527
嫌疑,1528
容恕,1529
臨할,1530
椎,1531
扶助,1532
卑,1533
賤하,1534
商,1535
主宰,1536
緯線,1537
灰,1538
漆,1539
俗,1540
單番에,1541
牛,1542
膝,1543
道理,1544
馬車,1545
衰弱,1546
千名,1547
贖한,1548
弊,1549
關稅,1550
丁稅,1551
節制,1552
宣布,1553
讚揚,1554
愁色,1555
貯蓄,1556
同盟,1557
表,1558
徵,1559
至,1560
出入,1561
背逆,1562
滿,1563
燈불,1564
光線,1565
誹謗,1566
凌,1567
本來,1568
奇妙,1569
按,1570
手,1571
姦,1572
亡,1573
甚하,1574
路,1575
暫,1576
注意,1577
建物,1578
産期,1579
臨迫,1580
靑,1581
異腹,1582
妻가,1583
祖父,1584
蕃殖,1585
極,1586
同生,1587
嗣,1588
幻像,1589
實行,1590
班列,1591
煩惱,1592
理致,1593
廣大,1594
養育,1595
洶,1596
湧,1597
變,1598
易,1599
害치,1600
方今,1601
惡臭,1602
減,1603
十月,1604
安,1605
頓,1606
占치,1607
宣言,1608
離婚,1609
印,1610
封,1611
別,1612
以下,1613
屈伏,1614
奮發,1615
茂盛,1616
充實,1617
叛,1618
城과,1619
妓生,1620
同居,1621
同時,1622
海岸,1623
權力,1624
羊이,1625
毒酒,1626
益,1627
製造,1628
婢子,1629
慈悲,1630
銀은,1631
盤,1632
都,1633
合,1634
息,1635
槍,1636
稱頌,1637
尊敬,1638
屠,1639
丁,1640
蓮,1641
七月,1642
書記,1643
表蹟,1644
許,1645
卜,1646
土器,1647
匠이,1648
微,1649
直行,1650
施行,1651
路,1652
洽足,1653
傷,1654
宦官,1655
溢,1656
布로,1657
産婆,1658
捷,1659
徑,1660
暗黑,1661
象,1662
四月,1663
陷落,1664
贖하,1665
利를,1666
賂物,1667
判決,1668
失手,1669
者면,1670
石榴,1671
胡桃,1672
漏,1673
十二月,1674
聖潔,1675
善待,1676
確實히,1677
診斷,1678
薦하,1679
剛愎케,1680
奢侈,1681
致富,1682
幅,1683
綻,1684
露,1685
陸地,1686
鰐魚,1687
沙漠,1688
從者,1689
每日,1690
定數,1691
乳,1692
年代,1693
說明,1694
熱心,1695
曾,1696
孫,1697
榮譽,1698
壯談,1699
知覺,1700
必然,1701
決心,1702
廓,1703
瞬息間,1704
變化,1705
塵,1706
多少,1707
勿論,1708
家畜,1709
繼續,1710
疲困,1711
繡,1712
堪當,1713
惡行,1714
變하,1715
定期,1716
貢,1717
封鎖,1718
老年,1719
奉,1720
養,1721
貴한,1722
喧,1723
譁,1724
豪氣,1725
武勇,1726
辯이,1727
俊秀,1728
王族,1729
大事,1730
駝,1731
鳥,1732
拒絶,1733
會計,1734
庫直,1735
分配,1736
道로,1737
住民,1738
新婦,1739
善하,1740
五歲,1741
十日,1742
元年,1743
燈臺,1744
指導,1745
關하,1746
偏見,1747
偏,1748
僻,1749
平生,1750
膽,1751
外三寸,1752
平穩,1753
看守,1754
卽時,1755
安心,1756
壽,1757
迫害,1758
報復,1759
恥辱,1760
門帳,1761
嘆願,1762
豹,1763
追憶,1764
一齊히,1765
去就,1766
玄,1767
五代,1768
種子,1769
混合,1770
門의,1771
弱하,1772
婚,1773
適當,1774
埋伏,1775
迷,1776
惑,1777
遺言,1778
卒,1779
제各其,1780
王權,1781
南,1782
平坦,1783
田地,1784
避할,1785
有益,1786
矜恤이,1787
常,1788
敎育,1789
功,1790
練習,1791
奉事者,1792
方法,1793
請求,1794
侍女,1795
蹂躪,1796
鬚髥,1797
士,1798
病든,1799
總會,1800
參與,1801
神堂,1802
創造,1803
困難,1804
嘲弄,1805
한便,1806
恨嘆,1807
接近,1808
逸,1809
要塞,1810
中과,1811
九月,1812
頌,1813
祝,1814
剛愎하게,1815
悔改,1816
箴,1817
降服,1818
部分,1819
重修,1820
子民,1821
抑,1822
奪,1823
民間,1824
困境,1825
父與,1826
名譽,1827
問題,1828
敵,1829
喜,1830
舞蹈,1831
痛,1832
有名,1833
婦女,1834
許多,1835
香煙,1836
頑,1837
募集,1838
參加,1839
避難處,1840
木像,1841
日月,1842
星,1843
辰,1844
友愛,1845
朝貢,1846
鍊鍛,1847
祭壇,1848
目覩,1849
緘,1850
競爭,1851
義理,1852
城도,1853
免치,1854
決코,1855
富貴,1856
長久,1857
一時,1858
胎,1859
美童,1860
子와,1861
金器,1862
重量,1863
왼便,1864
한番,1865
接,1866
決斷,1867
火,1868
光石,1869
自慢,1870
歌와,1871
指定,1872
集會,1873
事緣,1874
綠豆,1875
辛苦,1876
外飾,1877
敎人,1878
地獄,1879
出嫁,1880
無故,1881
取,1882
極한,1883
潺潺,1884
群衆,1885
惡性,1886
系統,1887
姓이,1888
別다른,1889
必要,1890
先頭,1891
敵軍,1892
解放,1893
弄談,1894
官長,1895
蠢,1896
後裔,1897
縞,1898
瑪,1899
瑙,1900
公布,1901
警告,1902
矜恤로,1903
當時,1904
鍊達,1905
殃,1906
禍가,1907
誠實,1908
眞正,1909
救하,1910
嫉妬,1911
全國,1912
地,1913
界,1914
侵犯,1915
無禮,1916
求치,1917
收入,1918
纏袋,1919
名聲,1920
邪惡,1921
特,1922
甚,1923
懇切히,1924
確信,1925
僭,1926
濫,1927
系譜,1928
貧困,1929
期限,1930
他國,1931
本國,1932
交際,1933
錄,1934
豫定,1935
小,1936
鼓,1937
審問,1938
主掌,1939
盜賊,1940
놋門을,1941
傲慢,1942
稱呼,1943
宮中,1944
香料,1945
武器,1946
國內,1947
精力,1948
巡,1949
人民,1950
廣闊,1951
對抗,1952
終日,1953
唱,1954
千千,1955
萬萬,1956
櫓,1957
餘,1958
里,1959
床이,1960
先祖,1961
魚,1962
主權,1963
昆蟲,1964
多幸히,1965
三月,1966
亦是,1967
利息,1968
番갈,1969
監督,1970
太初,1971
着,1972
錮,1973
城안,1974
記念,1975
役事가,1976
性,1977
萬有,1978
十一月,1979
農夫,1980
裁判官,1981
金과,1982
兩面,1983
글字,1984
歡,1985
妙,1986
策,1987
暫時,1988
者와,1989
者인,1990
內殿,1991
駐屯,1992
營門,1993
類가,1994
豊足,1995
除한,1996
危險,1997
全蝎,1998
乾燥,1999
討,2000
索,2001
事業,2002
富하,2003
裏面,2004
的,2005
木手,2006
寵,2007
幸福,2008
對,2009
斥,2010
亡이,2011
夕陽,2012
波濤,2013
讚美,2014
無識,2015
聯結,2016
恢復,2017
大會,2018
勞動,2019
丈母,2020
密室,2021
措處,2022
다락房,2023
斗,2024
典,2025
醜,2026
絨,2027
偶然히,2028
甲옷,2029
負傷,2030
知,2031
賞이,2032
任,2033
金방,2034
確定,2035
柱,2036
礎,2037
濁,2038
流,2039
躁急,2040
語,2041
訥,2042
敏捷,2043
都市,2044
相議,2045
朝,2046
飯,2047
匪,2048
幽,2049
主張,2050
荒蕪地,2051
惡意,2052
男,2053
發明,2054
毒蛇,2055
龍의,2056
植民地,2057
死體,2058
豺,2059
狼,2060
穴,2061
瀋判,2062
共謀,2063
仔細,2064
入口,2065
出口,2066
侮辱,2067
言語,2068
混雜,2069
敎導,2070
漁夫,2071
紫朱,2072
甲,2073
榮,2074
積,2075
蓄,2076
掠奪,2077
人口,2078
調査,2079
絲,2080
才能,2081
獻身,2082
萬을,2083
慢,2084
違,2085
繼母,2086
苟,2087
禁할,2088
山은,2089
漂,2090
通用,2091
果實,2092
兵器,2093
職務,2094
相當,2095
彷徨,2096
禮節,2097
禱,2098
沐浴,2099
桶,2100
義務,2101
斑指,2102
杖,2103
過去,2104
怨,2105
嫌,2106
誤,2107
興,2108
旺,2109
黨派,2110
時勢,2111
者며,2112
疑問,2113
救濟,2114
師,2115
帳이,2116
泄精,2117
幽冥,2118
形狀,2119
繡놓,2120
盡,2121
雷,2122
聲,2123
惠,2124
傳한,2125
女,2126
王妃,2127
降伏,2128
痕跡,2129
報答,2130
後悔,2131
健,2132
一週,2133
君,2134
宣傳,2135
隱,2136
秘,2137
年,2138
齒,2139
國家,2140
覇權,2141
穀,2142
苦悶,2143
有,2144
娶한,2145
營,2146
相關없,2147
干涉,2148
罰金,2149
酬恩,2150
軍服,2151
俗談,2152
婚姻,2153
所請,2154
船長,2155
船人,2156
亡할,2157
苦生,2158
二를,2159
荒蕪지,2160
强大,2161
望이,2162
犯人,2163
除,2164
處하,2165
證書,2166
被造物,2167
苦待,2168
印친,2169
勞力,2170
食慾,2171
根本,2172
上古,2173
營長,2174
正,2175
路로,2176
便히,2177
壯丁,2178
時代,2179
軍人,2180
陣中,2181
喪主,2182
喪服,2183
經,2184
士師,2185
壓迫,2186
中央,2187
唐,2188
突,2189
會員,2190
交通,2191
無情,2192
一生,2193
疊,2194
가룟人이라,2195
宮殿,2196
心情,2197
動,2198
第一,2199
煩,2200
果木,2201
樓,2202
有司,2203
夢,2204
兆,2205
遑急히,2206
恭敬,2207
圓滿,2208
學士,2209
兼,2210
年限,2211
大小,2212
侍臣,2213
所行,2214
旗가,2215
禮,2216
農事,2217
印치,2218
尋常,2219
乞,2220
急하,2221
講,2222
勉,2223
典當,2224
勒,2225
捧,2226
事實,2227
否認,2228
駁,2229
才,2230
聖號,2231
限界,2232
偉大,2233
匠,2234
奬勵,2235
綠,2236
中門,2237
其他,2238
貪慾,2239
所니,2240
山城,2241
牛乳,2242
實狀,2243
心術,2244
閒,2245
談,2246
漏洩,2247
稱,2248
閣,2249
精美,2250
邊,2251
搖,2252
抄,2253
競走,2254
體質,2255
五月,2256
沙工,2257
親近,2258
解決,2259
平民,2260
合한,2261
防備,2262
査實,2263
閉會,2264
유대敎,2265
投票,2266
被告,2267
原告,2268
事件,2269
災難,2270
習慣,2271
接觸,2272
三寸,2273
次例,2274
宮女,2275
大人,2276
後日,2277
剛愎한,2278
寢室,2279
菓子,2280
避難,2281
侵入,2282
女,2283
皇,2284
次次,2285
創,2286
至今,2287
大將,2288
註釋,2289
病듦을,2290
晩餐,2291
參,2292
爲,2293
宮闕,2294
性稟,2295
境,2296
從容,2297
若干,2298
株,2299
部隊,2300
普通,2301
義대,2302
形便,2303
和暢,2304
過夏,2305
冬,2306
戚,2307
已往,2308
高,2309
史官,2310
洞察,2311
諸,2312
具,2313
後代,2314
後生,2315
陪,2316
今年,2317
焰,2318
寄宿,2319
酷毒,2320
獻,2321
貢稅,2322
知能,2323
無窮,2324
同僚,2325
苦憫,2326
近處,2327
播,2328
種,2329
故鄕,2330
可憐,2331
媤母,2332
訴訟,2333
確實,2334
人間,2335
振興,2336
恐怖,2337
頹,2338
修理,2339
懲,2340
御,2341
分別,2342
比,2343
事理,2344
大綱,2345
定規,2346
合意,2347
肩,2348
帶,2349
赦宥,2350
苦楚,2351
交,2352
計劃,2353
爲人,2354
幕이,2355
